100.006286,0.094290697
99.9042624,0.111914093
99.59859059,0.164560787
99.09046716,0.251565426
98.38188321,0.371835878
97.4756196,0.523877528
96.37523994,0.705825541
95.08508124,0.915483487
93.61024181,1.150366476
91.95656634,1.407746784
90.13062785,1.684699952
88.13970641,1.978149487
85.99176449,2.284908517
83.69541904,2.601717149
81.25991021,2.92527468
78.69506705,3.252266336
76.0112703,3.579384691
73.21941255,3.903346394
70.33085598,4.220905276
67.35738812,4.528863183
64.31117557,4.824080126
61.20471623,5.103485397
58.05078981,5.364091196
54.86240698,5.603010125
51.65275702,5.817477546
48.43515405,6.004879321
45.22298176,6.162784939
42.02963675,6.288985437
38.86161683,6.380640494
35.72661785,6.426190693
32.65019334,6.42219388
29.64564893,6.368687037
26.72600756,6.266326301
23.9039349,6.116392874
21.19166546,5.920785169
18.60093092,5.681995456
16.14289196,5.403069896
13.82807509,5.087551539
11.66631572,4.739406617
9.666708441,4.362935342
7.837565244,3.962669179
6.186381979,3.543257354
4.719812991,3.109346001
3.443653512,2.665453861
2.362829027,2.215848816
1.48139058,1.764429662
0.802514794,1.314617489
0.328507326,0.869260786
0.060808499,0.430557915
0,0
0.144652226,-0.410038227
0.492491292,-0.787582198
1.041569507,-1.132334464
1.789123116,-1.444063455
2.731596272,-1.722627017
3.864670754,-1.968003686
5.183300219,-2.180329462
6.681747608,-2.35993737
8.353624267,-2.507396864
10.19192937,-2.623549995
12.18908844,-2.709541393
14.3369899,-2.766839344
16.62701901,-2.797245715
19.05008889,-2.802893032
21.59666853,-2.786227724
24.25680827,-2.749979296
27.02016341,-2.697116012
29.87601676,-2.630788397
32.81330122,-2.554262624
35.82062349,-2.470846399
38.88628978,-2.383810447
42.01037375,-2.293519239
45.17471565,-2.192816081
48.35968819,-2.08323119
51.55240074,-1.967055142
54.73989561,-1.846425769
57.90919969,-1.72329143
61.04737717,-1.59938523
64.14158309,-1.476210632
67.17911733,-1.355038301
70.14747833,-1.23691331
73.03441648,-1.122671355
75.82798653,-1.012962141
78.51659897,-0.908277827
81.08906998,-0.808984274
83.53466998,-0.715352824
85.84317052,-0.627590542
88.00488943,-0.545867073
90.01073434,-0.470336736
91.85224415,-0.401154877
93.5216286,-0.338488048
95.01180555,-0.282518065
96.31643579,-0.23344048
97.4299551,-0.191458389
98.34760309,-0.156772814
99.06544853,-0.129571096
99.58041079,-0.110014779
99.89027688,-0.098228437
99.99371395,-0.094290697
100.006286,0.094290697
